Date,FEMSAUBD.MX,GMEXICOB.MX,WALMEX.MX
2026-02-19,190.5019073486328,199.6056671142578,57.79999923706055
2026-02-20,191.2792510986328,202.02005004882812,57.95000076293945
2026-02-23,189.45884704589844,202.02005004882812,57.33000183105469
2026-02-24,188.57325744628906,205.07498168945312,58.099998474121094
2026-02-25,190.36415100097656,210.83995056152344,56.709999084472656
2026-02-26,191.33828735351562,213.4908447265625,56.369998931884766
2026-02-27,190.5314178466797,216.5869140625,55.900001525878906
2026-03-02,191.64332580566406,218.4525146484375,56.15999984741211
2026-03-03,190.65933227539062,204.17282104492188,55.68000030517578
2026-03-04,193.3751678466797,211.2481689453125,56.790000915527344
2026-03-05,189.41949462890625,198.93328857421875,56.29999923706055
2026-03-06,191.93853759765625,192.70143127441406,55.689998626708984
2026-03-09,189.6851806640625,193.73345947265625,55.630001068115234
2026-03-10,188.3666229248047,198.12950134277344,55.33000183105469
2026-03-11,189.81309509277344,200.4317169189453,56.61000061035156
2026-03-12,188.602783203125,190.3297576904297,56.119998931884766
2026-03-13,187.3039093017578,185.71539306640625,57.11000061035156
2026-03-17,185.631103515625,190.76638793945312,57.529998779296875
2026-03-18,185.1194305419922,184.57421875,55.939998626708984
2026-03-19,184.7750244140625,178.45150756835938,56.66999816894531
2026-03-20,179.0973663330078,172.42803955078125,55.869998931884766
2026-03-23,180.20928955078125,176.32791137695312,56.02000045776367
2026-03-24,185.85743713378906,181.0216522216797,56.150001525878906
2026-03-25,190.52157592773438,190.0320587158203,57.7400016784668
2026-03-26,188.63229370117188,185.7749481201172,57.38999938964844
2026-03-27,191.75157165527344,179.72169494628906,58.02000045776367
2026-03-30,192.6962127685547,181.1308135986328,57.97999954223633
2026-03-31,195.46124267578125,190.24044799804688,58.439998626708984
2026-04-01,198.52146911621094,194.2693328857422,58.9900016784668
2026-04-06,198.91506958007812,195.04335021972656,58.5
2026-04-07,200.12539672851562,194.1800079345703,57.900001525878906
2026-04-08,198.1082000732422,205.2147674560547,59.099998474121094
2026-04-09,196.6322021484375,202.1286163330078,58.59000015258789
2026-04-10,198.5608367919922,204.75830078125,57.790000915527344
2026-04-13,199.57435607910156,205.90940856933594,58.439998626708984
2026-04-14,195.3628387451172,204.72853088378906,57.380001068115234
2026-04-15,199.27915954589844,206.73304748535156,57.31999969482422
2026-04-16,198.7969970703125,206.494873046875,56.7400016784668
2026-04-17,199.85971069335938,208.55892944335938,56.22999954223633
2026-04-20,199.54483032226562,208.82687377929688,55.650001525878906
2026-04-21,196.9470672607422,198.2882843017578,55.369998931884766
2026-04-23,198.11000061035156,195.03341674804688,54.13999938964844
